p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
0.228859607696207	37	42	2	0.0476190476190476	0.0540540540540541	GO:0010770	GO:BP	positive regulation of cell morphogenesis
0.228859607696207	582	42	5	0.119047619047619	0.0085910652920962	GO:0048667	GO:BP	cell morphogenesis involved in neuron differentiation
0.228859607696207	60	42	2	0.0476190476190476	0.0333333333333333	GO:0060997	GO:BP	dendritic spine morphogenesis
0.228859607696207	144	42	3	0.0714285714285714	0.0208333333333333	GO:0048813	GO:BP	dendrite morphogenesis
0.228859607696207	83	42	3	0.0714285714285714	0.036144578313253	GO:0097061	GO:BP	dendritic spine organization
0.228859607696207	94	42	3	0.0714285714285714	0.0319148936170213	GO:0106027	GO:BP	neuron projection organization
0.228859607696207	51	42	2	0.0476190476190476	0.0392156862745098	GO:0007215	GO:BP	glutamate receptor signaling pathway
0.228859607696207	49	42	2	0.0476190476190476	0.0408163265306122	GO:0090102	GO:BP	cochlea development
0.228859607696207	44	42	2	0.0476190476190476	0.0454545454545455	GO:0032570	GO:BP	response to progesterone
0.228859607696207	328	42	4	0.0952380952380952	0.0121951219512195	GO:0045787	GO:BP	positive regulation of cell cycle
0.228859607696207	64	42	2	0.0476190476190476	0.03125	GO:0048814	GO:BP	regulation of dendrite morphogenesis
0.228859607696207	1592	42	10	0.238095238095238	0.0062814070351758	GO:0030030	GO:BP	cell projection organization
0.228859607696207	56	42	2	0.0476190476190476	0.0357142857142857	GO:0007062	GO:BP	sister chromatid cohesion
0.228859607696207	661	42	6	0.142857142857143	0.0090771558245083	GO:0007610	GO:BP	behavior
0.228859607696207	1550	42	9	0.214285714285714	0.0058064516129032	GO:0120036	GO:BP	plasma membrane bounded cell projection organization
0.228859607696207	28	42	2	0.0476190476190476	0.0714285714285714	GO:0008045	GO:BP	motor neuron axon guidance
0.228859607696207	1150	42	8	0.19047619047619	0.0069565217391304	GO:0050877	GO:BP	nervous system process
0.228859607696207	323	42	4	0.0952380952380952	0.0123839009287926	GO:0050890	GO:BP	cognition
0.228859607696207	48	42	2	0.0476190476190476	0.0416666666666667	GO:0140467	GO:BP	integrated stress response signaling
0.228859607696207	177	42	3	0.0714285714285714	0.0169491525423729	GO:0097553	GO:BP	calcium ion transmembrane import into cytosol
0.228859607696207	32	42	2	0.0476190476190476	0.0625	GO:0060674	GO:BP	placenta blood vessel development
0.228859607696207	35	42	2	0.0476190476190476	0.0571428571428571	GO:0050775	GO:BP	positive regulation of dendrite morphogenesis
0.228859607696207	280	42	4	0.0952380952380952	0.0142857142857143	GO:0007611	GO:BP	learning or memory
0.234905028854961	76	42	2	0.0476190476190476	0.0263157894736842	GO:0170040	GO:BP	proteinogenic amino acid catabolic process
0.234905028854961	76	42	2	0.0476190476190476	0.0263157894736842	GO:0170035	GO:BP	L-amino acid catabolic process
0.234905028854961	76	42	2	0.0476190476190476	0.0263157894736842	GO:0051966	GO:BP	regulation of synaptic transmission, glutamatergic
0.234905028854961	77	42	2	0.0476190476190476	0.025974025974026	GO:1904427	GO:BP	positive regulation of calcium ion transmembrane transport
0.234905028854961	75	42	2	0.0476190476190476	0.0266666666666667	GO:0008652	GO:BP	amino acid biosynthetic process
0.248880568239957	238	42	3	0.0714285714285714	0.0126050420168067	GO:0099173	GO:BP	postsynapse organization
0.248880568239957	241	42	3	0.0714285714285714	0.012448132780083	GO:0016358	GO:BP	dendrite development
0.250375457754635	96	42	2	0.0476190476190476	0.0208333333333333	GO:0042542	GO:BP	response to hydrogen peroxide
0.250375457754635	94	42	2	0.0476190476190476	0.0212765957446809	GO:0060291	GO:BP	long-term synaptic potentiation
0.250375457754635	101	42	2	0.0476190476190476	0.0198019801980198	GO:0060996	GO:BP	dendritic spine development
0.250375457754635	99	42	2	0.0476190476190476	0.0202020202020202	GO:0050773	GO:BP	regulation of dendrite development
0.250375457754635	100	42	2	0.0476190476190476	0.02	GO:0051310	GO:BP	metaphase chromosome alignment
0.250375457754635	104	42	2	0.0476190476190476	0.0192307692307692	GO:0051099	GO:BP	positive regulation of binding
