geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0071495	cellular response to endogenous stimulus	http://amigo.geneontology.org/amigo/term/GO:0071495	1418	14	4.419131209056796	3.168043522063268	7.266909611357133e-5	0.4345388051826343	358;858;990;1003;2203;2662;3485;4091;10580;10631;23514;51208;64399;84830
GO:0045444	fat cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0045444	229	6	0.7136678750874516	8.407272079137332	7.407507388218367e-5	0.4345388051826343	2662;4091;4320;7704;8091;11197
GO:0009719	response to endogenous stimulus	http://amigo.geneontology.org/amigo/term/GO:0009719	1660	15	5.1733129809832725	2.899495942955496	1.0275214121131103e-4	0.4345388051826343	358;858;990;1003;1829;2203;2662;3485;4091;10580;10631;23514;51208;64399;84830
GO:0009725	response to hormone	http://amigo.geneontology.org/amigo/term/GO:0009725	859	10	2.677033644978694	3.7354778931362995	2.63966572948959e-4	0.6272163851727176	358;858;990;1829;2203;3485;4091;10580;51208;84830
GO:0001568	blood vessel development	http://amigo.geneontology.org/amigo/term/GO:0001568	708	9	2.206449150925396	4.078951919750951	2.943643032613967e-4	0.6272163851727176	358;1003;4091;8038;8091;11197;54538;84830;641700
GO:0014070	response to organic cyclic compound	http://amigo.geneontology.org/amigo/term/GO:0014070	877	10	2.7331298098327292	3.6588090196169687	3.1179849749628783e-4	0.6272163851727176	358;858;1829;2203;2662;3485;4481;10631;23514;84830
GO:0035295	tube development	http://amigo.geneontology.org/amigo/term/GO:0035295	1067	11	3.3252559944031037	3.308015989901115	3.557045575664073e-4	0.6272163851727176	358;1003;4091;8038;8091;51208;54538;64399;84830;84913;641700
GO:0001944	vasculature development	http://amigo.geneontology.org/amigo/term/GO:0001944	737	9	2.296826305412453	3.918450419516518	3.9550177988348237e-4	0.6272163851727176	358;1003;4091;8038;8091;11197;54538;84830;641700
GO:0032870	cellular response to hormone stimulus	http://amigo.geneontology.org/amigo/term/GO:0032870	596	8	1.857406347389175	4.307081221750445	4.643309330876297e-4	0.6545518386758621	358;858;990;2203;3485;10580;51208;84830
GO:0042045	epithelial fluid transport	http://amigo.geneontology.org/amigo/term/GO:0042045	12	2	0.03739744323602366	53.47959183673469	6.155756571300282e-4	0.7809808362008668	358;51208
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007178	355	6	1.1063410290656999	5.423282552457603	7.829084307279977e-4	0.8250215105548576	858;1003;2662;4091;11197;84913
GO:0071472	cellular response to salt stress	http://amigo.geneontology.org/amigo/term/GO:0071472	14	2	0.0436303504420276	45.839650145772595	8.453755527085323e-4	0.8250215105548576	358;2203
GO:0044771	meiotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:0044771	14	2	0.0436303504420276	45.839650145772595	8.453755527085323e-4	0.8250215105548576	991;9133
GO:0035239	tube morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035239	856	9	2.6676842841696877	3.3737125691398053	0.0011582940442244178	0.9276828191120722	358;1003;8038;8091;54538;64399;84830;84913;641700
GO:0001525	angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0001525	528	7	1.645487502385041	4.254058441558442	0.0011696750689734223	0.9276828191120722	358;1003;8038;8091;54538;84830;641700
GO:0043627	response to estrogen	http://amigo.geneontology.org/amigo/term/GO:0043627	68	3	0.21191884500413408	14.156362545018007	0.0012364070994087112	0.9276828191120722	3485;4091;51208
GO:0071560	cellular response to transforming growth factor beta stimulus	http://amigo.geneontology.org/amigo/term/GO:0071560	260	5	0.8102779367805126	6.170722135007849	0.001252784697198649	0.9276828191120722	858;1003;2662;4091;10631
GO:0007155	cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007155	1449	12	4.5157412707498565	2.657371022943339	0.0013161733068508944	0.9276828191120722	1003;1829;3485;4091;7704;8038;10580;10631;10894;51208;54538;84830
GO:0071559	response to transforming growth factor beta	http://amigo.geneontology.org/amigo/term/GO:0071559	267	5	0.8320931120015265	6.008942903003898	0.0014091024067570488	0.9373932638699852	858;1003;2662;4091;10631
GO:0045766	positive regulation of angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0045766	161	4	0.5017490300833174	7.9721130688300175	0.001567956694601744	0.9373932638699852	358;1003;8038;8091
GO:1904018	positive regulation of vasculature development	http://amigo.geneontology.org/amigo/term/GO:1904018	164	4	0.5110983908923233	7.826281732205077	0.0016778060597079502	0.9373932638699852	358;1003;8038;8091
GO:0007059	chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0007059	412	6	1.2839788844368123	4.672974043986526	0.0016832812803517674	0.9373932638699852	990;991;4751;9133;11339;116028
GO:0071474	cellular hyperosmotic response	http://amigo.geneontology.org/amigo/term/GO:0071474	20	2	0.06232907206003943	32.087755102040816	0.0017441286124044164	0.9373932638699852	358;2203
GO:0045765	regulation of angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0045765	283	5	0.8819563696495579	5.669214682339367	0.0018201244438465509	0.9373932638699852	358;1003;8038;8091;641700
GO:0072359	circulatory system development	http://amigo.geneontology.org/amigo/term/GO:0072359	1105	10	3.4436812313171785	2.903869240003694	0.0018647480977875023	0.9373932638699852	358;1003;1829;4091;8038;8091;11197;54538;84830;641700
GO:0045638	negative regulation of myeloid cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0045638	80	3	0.24931628824015772	12.032908163265306	0.0019745846793637807	0.9373932638699852	3149;7704;51208
GO:1901342	regulation of vasculature development	http://amigo.geneontology.org/amigo/term/GO:1901342	289	5	0.9006550912675698	5.5515147235364735	0.001994925366476677	0.9373932638699852	358;1003;8038;8091;641700
GO:0007167	enzyme-linked receptor protein signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007167	936	9	2.9170005724098456	3.0853610675039245	0.002151970013789687	0.9750729844624912	858;1003;2662;3485;4091;10580;11197;64399;84913
