Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	24	4.8	2.3229391919676492E-10	4320, 11095, 4321, 131873, 5268, 1285, 64116, 2294, 1281, 1290, 79148, 1301, 25890, 1289, 1300, 1278, 79625, 1277, 8516, 4312, 10631, 54507, 9806, 4319	464	162	16177	5.16507024265645	6.467061807180485E-7	6.467062710437935E-7	6.399697473870873E-7
GOTERM_BP_DIRECT	GO:0051301~cell division	36	7.199999999999999	8.225109268740574E-10	6790, 11065, 4751, 8091, 259266, 1063, 1062, 22974, 890, 81610, 990, 891, 991, 332, 10615, 55143, 699, 3832, 11004, 64151, 9212, 4085, 3070, 9232, 9133, 11130, 23397, 9055, 11339, 10403, 983, 701, 83461, 83540, 9928, 113130	464	375	16177	3.346965517241379	2.2898678591065647E-6	1.1449352102086878E-6	1.133008801769014E-6
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint signaling	11	2.1999999999999997	8.660093745512742E-9	10403, 4085, 991, 332, 699, 11130, 9319, 701, 83540, 1063, 7272	464	31	16177	12.371176307007785	2.4109410476813586E-5	8.036566995835825E-6	7.95285275629587E-6
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	17	3.4000000000000004	1.9974057480418492E-8	7153, 4288, 4751, 9787, 1063, 1062, 79682, 7272, 11339, 55355, 10403, 332, 10615, 699, 83540, 11004, 55839	464	99	16177	5.986785963079066	5.5606230604743345E-5	1.390194400637127E-5	1.3757132089638236E-5
GOTERM_BP_DIRECT	GO:0030216~keratinocyte differentiation	14	2.8000000000000003	3.752582535386263E-8	6278, 6698, 8796, 1832, 6707, 2146, 8626, 3861, 6699, 3664, 6701, 3713, 8837, 3868	464	66	16177	7.395441483803553	1.044664426967934E-4	2.089437955703071E-5	2.0676729769978307E-5
GOTERM_BP_DIRECT	GO:0008544~epidermis development	14	2.8000000000000003	2.15990316688069E-7	6278, 6698, 8796, 1382, 1832, 6707, 79755, 646, 3861, 6699, 3852, 5744, 6701, 3866	464	76	16177	6.422357078039927	6.011363518528823E-4	1.0021950694326402E-4	9.917555374593836E-5
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	37	7.3999999999999995	5.296879772456349E-7	6696, 6695, 5101, 8038, 1285, 3386, 177, 2348, 1277, 53842, 5239, 5317, 10631, 10894, 51208, 7058, 9635, 6401, 131873, 23037, 8581, 9076, 1524, 3728, 1303, 55612, 1289, 100133941, 667, 2013, 1001, 8516, 1829, 4239, 1825, 948, 8639	464	507	16177	2.544331939060056	0.0014735649546567808	2.106644755216925E-4	2.0847005390167486E-4
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	12	2.4	2.080818244999655E-6	9212, 332, 55143, 55165, 1058, 1894, 54443, 51203, 6711, 10112, 24137, 9493	464	65	16177	6.436472148541114	0.005776256927765289	7.241247492598799E-4	7.165817831217561E-4
GOTERM_BP_DIRECT	GO:0051256~mitotic spindle midzone assembly	6	1.2	4.206090979258397E-6	9212, 332, 55143, 24137, 9055, 9493	464	10	16177	20.91853448275862	0.011641489240347691	0.0013010841429172643	0.0012875311830952093
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	11	2.1999999999999997	8.15966572659789E-6	891, 9212, 10403, 6790, 332, 9787, 83540, 24137, 1062, 3832, 7272	464	61	16177	6.286991237987563	0.022460522807138728	0.002271650938284852	0.0022479879076777185
GOTERM_BP_DIRECT	GO:0031424~keratinization	10	2.0	1.7255545415374004E-5	6707, 6698, 1001, 6699, 3852, 6701, 3853, 3854, 3713, 3868	464	53	16177	6.578155497722837	0.04690419732508855	0.004367221676036475	0.004321729783577762
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	15	3.0	7.251015720512584E-5	7010, 8038, 8091, 3373, 7075, 147372, 1524, 3728, 3579, 1003, 358, 26585, 2013, 306, 2627	464	145	16177	3.6066438763376936	0.18280341648086462	0.016822356471589195	0.016647123591676808
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	10	2.0	1.0373718941580648E-4	1303, 5352, 1301, 4320, 1289, 1278, 1277, 26585, 1281, 1290	464	66	16177	5.282458202716824	0.25085244803219253	0.02221571810258502	0.021984304372349762
GOTERM_BP_DIRECT	GO:0007051~spindle organization	6	1.2	1.567424819783782E-4	9212, 6790, 10615, 259266, 3832, 7272	464	19	16177	11.00975499092559	0.35364427725120884	0.031169362130557498	0.030844681275030855
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	17	3.4000000000000004	2.1226617887306224E-4	64065, 51705, 23650, 3386, 58494, 2294, 1832, 3728, 1830, 1003, 100133941, 1001, 8516, 1829, 29091, 5317, 1825	464	200	16177	2.9634590517241377	0.44623328341078383	0.0370929407270495	0.03670655592780941
GOTERM_BP_DIRECT	GO:0097421~liver regeneration	7	1.4000000000000001	2.1317782027039945E-4	6790, 3569, 7298, 2146, 1361, 9076, 8140	464	31	16177	7.872566740823137	0.4476372649261261	0.0370929407270495	0.03670655592780941
GOTERM_BP_DIRECT	GO:0018149~peptide cross-linking	6	1.2	2.6162629360240524E-4	1832, 5266, 6698, 6699, 1281, 3713	464	21	16177	9.961206896551724	0.5173496970797158	0.04223979429857697	0.04179979644130013
GOTERM_BP_DIRECT	GO:0090267~positive regulation of mitotic cell cycle spindle assembly checkpoint	5	1.0	2.7310211830976493E-4	9212, 10403, 4085, 332, 55143	464	12	16177	14.526760057471266	0.5325300162872224	0.04223979429857697	0.04179979644130013
GOTERM_BP_DIRECT	GO:0035633~maintenance of blood-brain barrier	7	1.4000000000000001	3.0552164143010207E-4	3569, 10804, 1003, 58494, 23554, 9076, 6505	464	33	16177	7.395441483803553	0.5728850978762225	0.042617074561608244	0.042173146701591495
GOTERM_BP_DIRECT	GO:0090307~mitotic spindle assembly	8	1.6	3.061571448391397E-4	9212, 991, 332, 55143, 4751, 29128, 3832, 22974	464	46	16177	6.063343328335832	0.5736403299711619	0.042617074561608244	0.042173146701591495
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	13	2.6	3.5644903181176796E-4	9212, 6790, 4751, 259266, 1063, 1062, 22974, 55872, 10403, 332, 55143, 113130, 3832	464	130	16177	3.4864224137931035	0.6293625835591574	0.04725495736018867	0.04676271822102004
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	8	1.6	4.563959175590413E-4	3569, 7298, 7356, 1036, 5730, 306, 3485, 21	464	49	16177	5.692118226600985	0.7194199671142153	0.05524374932540743	0.05466829360326777
GOTERM_BP_DIRECT	GO:0000086~G2/M transition of mitotic cell cycle	8	1.6	4.563959175590413E-4	891, 2305, 6790, 332, 983, 9833, 1111, 890	464	49	16177	5.692118226600985	0.7194199671142153	0.05524374932540743	0.05466829360326777
GOTERM_BP_DIRECT	GO:0031640~killing of cells of another organism	10	2.0	6.003626416500308E-4	1667, 2921, 2920, 5473, 730, 9547, 10563, 3853, 4922, 6283	464	83	16177	4.200508932280847	0.812112428916988	0.06964206643140357	0.06891662823940978
