geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0098813	nuclear chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0098813	306	42	9.010875787063538	4.661034176089442	6.261197369821813e-17	4.318351648552095e-13	332;699;701;891;983;990;991;1062;1063;1894;3832;4085;4751;6790;7153;7272;9055;9133;9212;9232;9319;9493;9787;9928;10403;10615;11004;11065;11130;22974;23397;24137;29128;51203;55143;55165;64151;81610;83540;113130;116028;259266
GO:0000070	mitotic sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0000070	186	33	5.477199007822935	6.024977356650178	6.807522106963182e-17	4.318351648552095e-13	332;699;701;891;983;991;1062;1063;3832;4085;4751;7272;9055;9212;9319;9493;9787;9928;10403;10615;11004;11065;11130;22974;23397;24137;29128;51203;55143;55165;64151;83540;113130
GO:0000819	sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0000819	227	36	6.684538574063474	5.385562458968041	1.0817095132928163e-16	4.57454953171532e-13	332;699;701;891;983;990;991;1062;1063;3832;4085;4751;7153;7272;9055;9212;9319;9493;9787;9928;10403;10615;11004;11065;11130;22974;23397;24137;29128;51203;55143;55165;64151;83540;113130;116028
GO:0140014	mitotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0140014	272	39	8.0096673662787	4.869116058950578	1.8908018378243907e-16	5.997150729119511e-13	332;699;701;858;891;983;991;1062;1063;1111;3832;4085;4288;4751;6790;7272;9055;9212;9319;9493;9787;9928;10403;10615;11004;11065;11130;22974;23397;24137;28984;29128;51203;54443;55143;55165;64151;83540;113130
GO:0007059	chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0007059	412	47	12.132290275392737	3.8739594036360585	1.3070283119889834e-15	3.3164536388408466e-12	332;699;701;891;983;990;991;1062;1063;1894;3832;4085;4288;4751;6790;7153;7272;9055;9133;9212;9232;9319;9493;9787;9928;10403;10615;11004;11065;11130;11339;22974;23397;24137;29128;51203;55143;55165;55355;55839;64151;79682;81610;83540;113130;116028;259266
GO:0009888	tissue development	http://amigo.geneontology.org/amigo/term/GO:0009888	1908	115	56.185460789925585	2.046792860344757	1.678501327805294e-14	3.549191057644294e-11	104;154;186;240;358;646;857;858;983;1001;1003;1063;1277;1278;1281;1289;1290;1301;1303;1382;1396;1829;1832;1910;2013;2146;2202;2268;2294;2304;2348;2627;2706;3170;3373;3398;3400;3569;3579;3664;3713;3852;3853;3854;3860;3861;3866;3868;4023;4091;4321;4969;5239;5268;5307;5744;5950;6278;6317;6495;6657;6696;6698;6699;6701;6707;6943;7020;7075;7080;7123;7134;7298;7348;7704;8091;8516;8626;8796;8837;9076;9079;10135;10365;10395;10631;10804;23213;23242;23657;23767;26585;28984;51458;51673;54507;54538;54845;55081;55083;55273;55366;55612;59277;64321;64399;79413;79755;81610;83595;84913;115908;152007;256764;100133941
GO:1903047	mitotic cell cycle process	http://amigo.geneontology.org/amigo/term/GO:1903047	722	62	21.26095528843096	2.916143661415674	2.4174564768980107e-14	4.3814671889150086e-11	332;699;701;858;890;891;983;990;991;1033;1058;1062;1063;1111;1894;2146;2273;2305;3373;3398;3400;3832;4085;4171;4173;4288;4751;6241;6711;6790;7083;7272;8318;9055;9133;9212;9319;9493;9787;9833;9837;9928;10112;10403;10615;11004;11065;11130;11170;22974;23397;24137;28984;29128;51203;51512;54443;55143;55165;64151;83540;113130
GO:0030198	extracellular matrix organization	http://amigo.geneontology.org/amigo/term/GO:0030198	317	39	9.334796158493926	4.177916618405543	3.3602494359489243e-14	4.72951355551138e-11	857;858;1277;1278;1281;1285;1289;1290;1300;1301;1303;1361;2294;3569;4239;4312;4319;4320;4321;5268;7075;8516;8837;9806;10516;10631;11095;23213;25890;26585;28984;54507;55612;59277;64116;79148;79625;84830;256764
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	318	39	9.364243464987597	4.164778515831942	3.727842323253235e-14	4.72951355551138e-11	857;858;1277;1278;1281;1285;1289;1290;1300;1301;1303;1361;2294;3569;4239;4312;4319;4320;4321;5268;7075;8516;8837;9806;10516;10631;11095;23213;25890;26585;28984;54507;55612;59277;64116;79148;79625;84830;256764
GO:0045229	external encapsulating structure organization	http://amigo.geneontology.org/amigo/term/GO:0045229	318	39	9.364243464987597	4.164778515831942	3.727842323253235e-14	4.72951355551138e-11	857;858;1277;1278;1281;1285;1289;1290;1300;1301;1303;1361;2294;3569;4239;4312;4319;4320;4321;5268;7075;8516;8837;9806;10516;10631;11095;23213;25890;26585;28984;54507;55612;59277;64116;79148;79625;84830;256764
GO:0008283	cell population proliferation	http://amigo.geneontology.org/amigo/term/GO:0008283	1918	114	56.4799338548623	2.0184159615510215	6.013324971029629e-14	6.93555035522299e-11	104;177;185;240;284;332;358;646;857;858;890;891;983;990;1001;1003;1033;1111;1281;1285;1361;1524;1602;1910;2013;2146;2268;2294;2305;2627;2869;3070;3248;3373;3398;3400;3485;3486;3569;3579;3664;3728;3853;3953;3977;4091;4288;4321;4332;4969;5268;5319;5730;5744;5803;5950;6317;6358;6441;6495;6532;6657;7010;7020;7075;7272;7345;7356;7433;7704;8013;8091;8140;8626;8837;9055;9076;9833;9837;9928;9982;10135;10395;10403;10804;11095;11326;23213;23532;23657;26585;27306;28984;29128;51208;55081;55366;55388;55612;60675;64321;64399;81610;83595;83879;84913;90865;92304;115908;120892;200504;222584;259266;100133941
GO:0007155	cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007155	1449	94	42.66914710933028	2.2029969279476274	1.1412572070296473e-13	1.2065941821320946e-10	177;240;284;395;667;857;948;1001;1003;1048;1277;1281;1285;1289;1303;1524;1825;1829;1830;1832;2013;2294;2348;3043;3170;3373;3386;3485;3569;3728;3963;4008;4091;4239;4321;4973;5101;5239;5317;6281;6401;6441;6532;6657;6695;6696;7010;7058;7356;7704;8013;8038;8516;8581;8639;9076;9635;9806;9928;10395;10516;10563;10580;10631;10894;11170;11326;22998;23037;23650;23657;23767;25890;26585;27076;27299;28984;29091;51208;53842;54538;55083;55612;57549;58494;59277;64065;64116;79625;84830;92196;131873;342035;100133941
GO:0007088	regulation of mitotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0007088	115	23	3.3864402467722443	6.791792656587473	2.657082819728397e-13	2.5931084410687825e-10	332;699;701;858;891;991;1063;1111;4085;4288;4751;6790;7272;9212;9319;9787;10403;11065;11130;28984;51203;55143;83540
GO:0051983	regulation of chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0051983	128	24	3.7692552311899763	6.367305615550756	3.5650142940465074e-13	3.230666882040574e-10	332;699;701;891;983;990;991;1062;1063;4085;4288;7272;9212;9319;9787;10403;11004;11065;11130;23397;55143;64151;83540;116028
GO:0000280	nuclear division	http://amigo.geneontology.org/amigo/term/GO:0000280	429	44	12.632894485785156	3.482970593121781	4.917480112235614e-13	4.159204678928882e-10	332;699;701;858;891;983;991;1062;1063;1111;3832;4085;4288;4751;6790;7153;7272;9055;9133;9212;9232;9319;9493;9787;9928;10403;10615;10635;11004;11065;11130;22974;23397;24137;28984;29128;51203;54443;55143;55165;64151;83540;113130;259266
GO:0042127	regulation of cell population proliferation	http://amigo.geneontology.org/amigo/term/GO:0042127	1606	98	47.292374228836735	2.0722156922340362	1.2561148607460239e-12	9.960205773928003e-10	104;177;185;240;284;332;358;646;857;858;890;891;983;990;1001;1003;1033;1111;1285;1361;1524;1602;1910;2013;2146;2294;2305;2627;2869;3248;3373;3398;3400;3485;3486;3569;3579;3664;3728;3853;3977;4091;4321;4332;4969;5268;5319;5730;5744;5803;5950;6317;6358;6441;6495;6532;6657;7010;7020;7075;7272;7356;7433;7704;8013;8091;8140;8626;8837;9055;9076;9928;9982;10135;10395;10804;11095;11326;23213;23532;23657;26585;27306;28984;29128;55081;55612;64321;83595;83879;84913;90865;92304;115908;120892;200504;259266;100133941
GO:1905818	regulation of chromosome separation	http://amigo.geneontology.org/amigo/term/GO:1905818	73	18	2.1496533740380332	8.373443001272229	2.468257800104064e-12	1.842046277054133e-9	332;699;701;891;991;1063;4085;7272;9212;9319;9787;10403;11065;11130;23397;55143;64151;83540
GO:0051783	regulation of nuclear division	http://amigo.geneontology.org/amigo/term/GO:0051783	141	24	4.152070215607709	5.780249069436147	3.1946074115915537e-12	2.251665790603447e-9	332;699;701;858;891;991;1063;1111;4085;4288;4751;6790;7272;9212;9319;9787;10403;10635;11065;11130;28984;51203;55143;83540
GO:0048285	organelle fission	http://amigo.geneontology.org/amigo/term/GO:0048285	475	45	13.987470584494053	3.2171649425940663	4.233278069609598e-12	2.8267157299545776e-9	332;699;701;858;891;983;991;1062;1063;1111;3832;4085;4288;4751;6790;7153;7272;9055;9133;9212;9232;9319;9493;9787;9928;10403;10615;10635;11004;11065;11130;22974;23397;24137;28984;29128;51203;54443;55143;55165;64151;83540;113130;120892;259266
GO:0010965	regulation of mitotic sister chromatid separation	http://amigo.geneontology.org/amigo/term/GO:0010965	58	16	1.7079437766329582	9.367989871155135	6.3425515287024745e-12	4.023397562232415e-9	332;699;701;891;991;1063;4085;7272;9212;9319;9787;10403;11065;11130;55143;83540
