GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:0035633	maintenance of blood-brain barrier	38	4	0.22	6.4e-05	0.489824	CDH5, GJB6, IL6, JAM2
GO:0045766	positive regulation of angiogenesis	165	7	0.95	4.5e-05	0.489824	CDH5, GREM1, ANXA3, HYAL1, AQP1, ADAM12, HMGA2
GO:0030214	hyaluronan catabolic process	16	3	0.09	9.7e-05	0.494926333333333	LYVE1, HMMR, HYAL1
GO:0006270	DNA replication initiation	37	4	0.21	0.00019	0.581666	MCM2, MCM10, CDC45, CDC6
GO:0030185	nitric oxide transport	4	2	0.02	0.00019	0.581666	HBA1, AQP1
GO:0051384	response to glucocorticoid	134	6	0.77	0.00024	0.61228	FOSB, ANXA3, IGFBP2, IL6, AQP1, SCGB1A1
GO:0000018	regulation of DNA recombination	142	2	0.81	1.00000	1	RMI2, SPIDR
GO:0000041	transition metal ion transport	97	2	0.56	1.00000	1	CP, SLC39A8
GO:0000070	mitotic sister chromatid segregation	190	3	1.09	1.00000	1	NEK2, TRIP13, CDC20
GO:0000075	cell cycle checkpoint signaling	201	4	1.15	1.00000	1	CDC45, TRIP13, CDC6, CDC20
GO:0000076	DNA replication checkpoint signaling	20	2	0.11	0.04997	1	CDC45, CDC6
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	65	2	0.37	0.05362	1	CDKN3, CDC6
GO:0000082	G1/S transition of mitotic cell cycle	228	3	1.31	0.05210	1	CDKN3, CCNB2, CDC6
GO:0000086	G2/M transition of mitotic cell cycle	137	2	0.79	0.16760	1	FOXM1, CDC6
GO:0000122	negative regulation of transcription by RNA polymerase II	910	8	5.22	0.15074	1	FBP1, FOXM1, FOSB, MAGEA3, SOX2, SCGB1A1, ZBTB16, HMGA2
GO:0000165	MAPK cascade	742	7	4.26	1.00000	1	CD24, FOXM1, IL6, GADD45B, PLA2G1B, SOX2, CAV2
GO:0000212	meiotic spindle organization	21	2	0.12	1.00000	1	ASPM, CCNB2
GO:0000226	microtubule cytoskeleton organization	657	6	3.77	1.00000	1	CDH5, WDR72, ASPM, NEK2, CCNB2, CDC20
GO:0000278	mitotic cell cycle	879	11	5.04	1.00000	1	CDKN3, FOXM1, MCM2, NEK2, TK1, CDC45, CAV2, CCNB2, TRIP13, CDC6, CDC20
GO:0000280	nuclear division	436	6	2.5	1.00000	1	ASPM, NEK2, CAV2, CCNB2, TRIP13, CDC20
GO:0000302	response to reactive oxygen species	191	5	1.1	0.11031	1	HBA1, HYAL1, IL6, AQP1, SCGB1A1
GO:0000724	double-strand break repair via homologous recombination	184	4	1.06	1.00000	1	RMI2, SPIDR, MCM2, CDC45
GO:0000725	recombinational repair	190	4	1.09	1.00000	1	RMI2, SPIDR, MCM2, CDC45
GO:0000727	double-strand break repair via break-induced replication	12	2	0.07	0.00207	1	MCM2, CDC45
GO:0000768	syncytium formation by plasma membrane fusion	59	2	0.34	1.00000	1	JAM2, ADAM12
GO:0000819	sister chromatid segregation	231	5	1.32	1.00000	1	RMI2, NEK2, TRIP13, CDC6, CDC20
GO:0000902	cell morphogenesis	973	6	5.58	0.41439	1	CDH5, FRY, POSTN, GREM1, ROBO4, UGT8
GO:0001501	skeletal system development	528	7	3.03	0.36545	1	GREM1, GDF10, HYAL1, CLDN18, HHIP, ZBTB16, HMGA2
GO:0001503	ossification	423	7	2.43	1.00000	1	GREM1, GDF10, IGFBP2, IL6, SMAD6, SOX2, ZBTB16
GO:0001525	angiogenesis	549	11	3.15	0.63712	1	CDH5, GREM1, ANXA3, HYAL1, IL6, AQP1, ROBO4, ECSCR, ADAM12, HMGA2, ADTRP
GO:0001558	regulation of cell growth	392	3	2.25	1.00000	1	FBP1, GREM1, HYAL1
GO:0001568	blood vessel development	730	13	4.19	0.21817	1	CDH5, WIF1, GREM1, ANXA3, HYAL1, IL6, AQP1, SMAD6, ROBO4, ECSCR, ADAM12, HMGA2, ADTRP
GO:0001649	osteoblast differentiation	233	6	1.34	0.10948	1	GREM1, GDF10, IGFBP2, IL6, SMAD6, SOX2
GO:0001654	eye development	403	3	2.31	0.15885	1	SLC7A11, AQP1, SOX2
GO:0001656	metanephros development	91	2	0.52	1.00000	1	GREM1, AQP1
GO:0001657	ureteric bud development	100	2	0.57	0.16725	1	GREM1, SMAD6
GO:0001666	response to hypoxia	303	4	1.74	0.06034	1	CD24, POSTN, AQP1, SLC6A4
GO:0001701	in utero embryonic development	396	2	2.27	0.80412	1	NEK2, CCNB2
GO:0001704	formation of primary germ layer	125	3	0.72	0.01128	1	SOX2, HMGA2, ATOH8
GO:0001706	endoderm formation	60	2	0.34	1.00000	1	SOX2, HMGA2
GO:0001763	morphogenesis of a branching structure	203	2	1.16	1.00000	1	GREM1, HHIP
