p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
0.00436003933537209	8043	50	37	0.74	0.00460027352977745	GO:0050896	GO:BP	response to stimulus
0.00576854528535899	1191	50	13	0.26	0.0109151973131822	GO:0071495	GO:BP	cellular response to endogenous stimulus
0.00644243237911047	1451	50	14	0.28	0.00964851826326671	GO:0009719	GO:BP	response to endogenous stimulus
0.0122526620150344	233	50	6	0.12	0.0257510729613734	GO:0045444	GO:BP	fat cell differentiation
0.0122526620150344	6198	50	30	0.6	0.00484027105517909	GO:0032502	GO:BP	developmental process
0.0137731584184411	1081	50	11	0.22	0.0101757631822387	GO:0035295	GO:BP	tube development
0.0137731584184411	719	50	9	0.18	0.0125173852573018	GO:0001568	GO:BP	blood vessel development
0.0137731584184411	892	50	10	0.2	0.0112107623318386	GO:0014070	GO:BP	response to organic cyclic compound
0.0137731584184411	885	50	10	0.2	0.0112994350282486	GO:0009725	GO:BP	response to hormone
0.0137731584184411	6688	50	31	0.62	0.00463516746411483	GO:0051716	GO:BP	cellular response to stimulus
0.0156841004533182	5171	50	26	0.52	0.00502804099787275	GO:0048519	GO:BP	negative regulation of biological process
0.0156841004533182	749	50	9	0.18	0.0120160213618158	GO:0001944	GO:BP	vasculature development
0.0217969617047374	623	50	8	0.16	0.0128410914927769	GO:0032870	GO:BP	cellular response to hormone stimulus
0.0217969617047374	10698	50	40	0.8	0.00373901663862404	GO:0050789	GO:BP	regulation of biological process
0.0225857675255759	5693	50	27	0.54	0.00474266643246092	GO:0048856	GO:BP	anatomical structure development
0.0225857675255759	10317	50	39	0.78	0.00378016865367839	GO:0050794	GO:BP	regulation of cellular process
0.0247420413308073	4192	50	22	0.44	0.00524809160305344	GO:0048869	GO:BP	cellular developmental process
0.0247420413308073	863	50	9	0.18	0.0104287369640788	GO:0035239	GO:BP	tube morphogenesis
0.0247420413308073	354	50	6	0.12	0.0169491525423729	GO:0007178	GO:BP	cell surface receptor protein serine/threonine kinase signaling pathway
0.0247420413308073	4515	50	23	0.46	0.00509413067552602	GO:0007275	GO:BP	multicellular organism development
0.0247420413308073	4191	50	22	0.44	0.005249343832021	GO:0030154	GO:BP	cell differentiation
0.0247420413308073	1463	50	12	0.24	0.00820232399179768	GO:0007155	GO:BP	cell adhesion
0.0307012080088016	14	50	2	0.04	0.142857142857143	GO:0071472	GO:BP	cellular response to salt stress
0.0307012080088016	1593	50	12	0.24	0.00753295668549906	GO:1901700	GO:BP	response to oxygen-containing compound
0.0307012080088016	11066	50	40	0.8	0.00361467558286644	GO:0065007	GO:BP	biological regulation
0.0307012080088016	12	50	2	0.04	0.166666666666667	GO:0042045	GO:BP	epithelial fluid transport
0.0307012080088016	16028	50	49	0.98	0.00305714998752184	GO:0008150	GO:BP	biological_process
0.0307012080088016	536	50	7	0.14	0.0130597014925373	GO:0001525	GO:BP	angiogenesis
0.0307012080088016	1122	50	10	0.2	0.0089126559714795	GO:0072359	GO:BP	circulatory system development
0.0307012080088016	258	50	5	0.1	0.0193798449612403	GO:0071560	GO:BP	cellular response to transforming growth factor beta stimulus
0.0307012080088016	14	50	2	0.04	0.142857142857143	GO:0044771	GO:BP	meiotic cell cycle phase transition
0.0307012080088016	4956	50	24	0.48	0.00484261501210654	GO:0048523	GO:BP	negative regulation of cellular process
