ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0007059	chromosome segregation	21/184	431/18805	0.0487238979118329	4.97963532734793	8.30830802283122	1.5886742959336e-09	4.92688127884746e-06	3.92817755582555e-06	UBE2C/UHRF1/TPX2/BUB1B/RMI2/NUSAP1/ASPM/OIP5/CCNB2/NEK2/HJURP/CENPU/KIF4A/NUF2/CDC6/MAD2L1/TOP2A/TRIP13/NCAPG/CDC20/ECT2	21
GO:0098813	nuclear chromosome segregation	18/184	322/18805	0.0559006211180124	5.71310423980556	8.47971550641689	2.95819950696335e-09	4.92688127884746e-06	3.92817755582555e-06	UBE2C/UHRF1/TPX2/BUB1B/RMI2/NUSAP1/ASPM/CCNB2/NEK2/KIF4A/NUF2/CDC6/MAD2L1/TOP2A/TRIP13/NCAPG/CDC20/ECT2	18
GO:0000819	sister chromatid segregation	15/184	234/18805	0.0641025641025641	6.55135172798216	8.49418197929092	1.05215335268454e-08	1.16824093926407e-05	9.3143259958705e-06	UBE2C/UHRF1/TPX2/BUB1B/RMI2/NUSAP1/NEK2/KIF4A/NUF2/CDC6/MAD2L1/TOP2A/TRIP13/NCAPG/CDC20	15
GO:0030198	extracellular matrix organization	17/184	339/18805	0.0501474926253687	5.12512825445684	7.61874471948393	4.10745118320238e-08	2.48377502664915e-05	1.98030128212985e-05	RGCC/MMP11/SLC39A8/MMP1/IL6/WDR72/CAV2/ADAMTS8/COL1A2/POSTN/COL1A1/ADTRP/COL11A1/FBLN5/CAV1/GREM1/MFAP4	17
GO:0043062	extracellular structure organization	17/184	340/18805	0.05	5.11005434782609	7.60229818415989	4.28710560692351e-08	2.48377502664915e-05	1.98030128212985e-05	RGCC/MMP11/SLC39A8/MMP1/IL6/WDR72/CAV2/ADAMTS8/COL1A2/POSTN/COL1A1/ADTRP/COL11A1/FBLN5/CAV1/GREM1/MFAP4	17
GO:0045229	external encapsulating structure organization	17/184	341/18805	0.0498533724340176	5.0950688512049	7.58591608945364	4.47392679672618e-08	2.48377502664915e-05	1.98030128212985e-05	RGCC/MMP11/SLC39A8/MMP1/IL6/WDR72/CAV2/ADAMTS8/COL1A2/POSTN/COL1A1/ADTRP/COL11A1/FBLN5/CAV1/GREM1/MFAP4	17
GO:0007088	regulation of mitotic nuclear division	10/184	121/18805	0.0826446280991736	8.44637082285304	8.16836147703765	3.11685140587715e-07	0.000148317600471097	0.000118252873639519	UBE2C/RGCC/BUB1B/NUSAP1/CAV2/NEK2/NUF2/MAD2L1/TRIP13/CDC20	10
GO:0000070	mitotic sister chromatid segregation	12/184	193/18805	0.0621761658031088	6.35447172786664	7.43243799976175	4.54070074751788e-07	0.000189063427374776	0.0001507393156051	UBE2C/UHRF1/TPX2/BUB1B/NUSAP1/NEK2/KIF4A/NUF2/MAD2L1/TRIP13/NCAPG/CDC20	12
GO:0140014	mitotic nuclear division	14/184	282/18805	0.049645390070922	5.07381282762874	6.85176556204955	7.6233518882376e-07	0.000282148723774661	0.000224955752210801	UBE2C/UHRF1/RGCC/TPX2/BUB1B/NUSAP1/CAV2/NEK2/KIF4A/NUF2/MAD2L1/TRIP13/NCAPG/CDC20	14
GO:0051783	regulation of nuclear division	10/184	147/18805	0.0680272108843537	6.95245489500148	7.20202739357802	1.87908045603749e-06	0.000571515781764317	0.000455666645828302	UBE2C/RGCC/BUB1B/NUSAP1/CAV2/NEK2/NUF2/MAD2L1/TRIP13/CDC20	10
GO:0035633	maintenance of blood-brain barrier	6/184	39/18805	0.153846153846154	15.7232441471572	9.14918678540444	2.01774521214495e-06	0.000571515781764317	0.000455666645828302	CDH5/SLC1A1/IL6/ANGPT1/JAM2/GJB6	6
GO:0000280	nuclear division	17/184	448/18805	0.0379464285714286	3.87816624611801	6.12895681663889	2.05889804298163e-06	0.000571515781764317	0.000455666645828302	UBE2C/UHRF1/RGCC/TPX2/BUB1B/NUSAP1/ASPM/CCNB2/CAV2/NEK2/KIF4A/NUF2/MAD2L1/TOP2A/TRIP13/NCAPG/CDC20	17
GO:0043627	response to estrogen	7/184	70/18805	0.1	10.2201086956522	7.68229084170819	5.45942659699943e-06	0.00139887307650808	0.00111531443758944	TEK/SLC34A2/CLDN18/IGFBP2/CD24/SMAD6/CAV1	7
GO:0051983	regulation of chromosome segregation	9/184	137/18805	0.0656934306569343	6.71394001904157	6.67236195393667	8.26196394963302e-06	0.00186347335277675	0.00148573789096233	UBE2C/BUB1B/RMI2/NUF2/CDC6/MAD2L1/TRIP13/NCAPG/CDC20	9
GO:0048285	organelle fission	17/184	498/18805	0.034136546184739	3.48879212502183	5.59534973668953	8.39150414039364e-06	0.00186347335277675	0.00148573789096233	UBE2C/UHRF1/RGCC/TPX2/BUB1B/NUSAP1/ASPM/CCNB2/CAV2/NEK2/KIF4A/NUF2/MAD2L1/TOP2A/TRIP13/NCAPG/CDC20	17
GO:0030185	nitric oxide transport	3/184	5/18805	0.6	61.320652173913	13.4092546579551	9.08441636862254e-06	0.0018912619327426	0.00150789358539702	AQP1/HBA1/HBB	3
GO:1905818	regulation of chromosome separation	7/184	77/18805	0.0909090909090909	9.29100790513834	7.24668734321843	1.03393360437511e-05	0.00202590166833735	0.00161524116646341	UBE2C/BUB1B/NUF2/MAD2L1/TRIP13/NCAPG/CDC20	7
GO:0033045	regulation of sister chromatid segregation	8/184	108/18805	0.0740740740740741	7.57045088566828	6.80696660117299	1.10339982486228e-05	0.00204190267589792	0.00162799868896347	UBE2C/BUB1B/RMI2/NUF2/CDC6/MAD2L1/TRIP13/CDC20	8
