p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
1.92208632635428e-22	8043	484	313	0.646694214876033	0.0389158274275768	GO:0050896	GO:BP	response to stimulus
2.87669709624505e-17	2939	484	153	0.316115702479339	0.0520585233072474	GO:0048513	GO:BP	animal organ development
9.80360596868369e-17	11066	484	369	0.762396694214876	0.0333453822519429	GO:0065007	GO:BP	biological regulation
2.35299873047032e-16	16028	484	462	0.954545454545455	0.0288245570252059	GO:0008150	GO:BP	biological_process
2.49853795118137e-16	5693	484	233	0.481404958677686	0.0409274547690146	GO:0048856	GO:BP	anatomical structure development
2.49853795118137e-16	1946	484	115	0.237603305785124	0.0590955806783145	GO:0008283	GO:BP	cell population proliferation
2.49853795118137e-16	6198	484	247	0.510330578512397	0.0398515650209745	GO:0032502	GO:BP	developmental process
3.46364483893165e-16	1933	484	114	0.235537190082645	0.0589756854630109	GO:0009888	GO:BP	tissue development
4.08877959016652e-16	10698	484	358	0.739669421487603	0.0334641989156852	GO:0050789	GO:BP	regulation of biological process
7.70076433794572e-16	309	484	41	0.0847107438016529	0.132686084142395	GO:0098813	GO:BP	nuclear chromosome segregation
1.89715543973914e-15	227	484	35	0.0723140495867769	0.154185022026432	GO:0000819	GO:BP	sister chromatid segregation
1.89715543973914e-15	186	484	32	0.0661157024793388	0.172043010752688	GO:0000070	GO:BP	mitotic sister chromatid segregation
2.29459608048011e-15	1463	484	94	0.194214876033058	0.0642515379357485	GO:0007155	GO:BP	cell adhesion
2.29459608048011e-15	274	484	38	0.0785123966942149	0.138686131386861	GO:0140014	GO:BP	mitotic nuclear division
3.96358501645608e-15	412	484	46	0.0950413223140496	0.111650485436893	GO:0007059	GO:BP	chromosome segregation
6.765211459051e-15	733	484	62	0.128099173553719	0.0845839017735334	GO:1903047	GO:BP	mitotic cell cycle process
7.26086180155818e-15	1625	484	99	0.204545454545455	0.0609230769230769	GO:0042127	GO:BP	regulation of cell population proliferation
1.56349675113994e-14	10317	484	344	0.710743801652893	0.033343026073471	GO:0050794	GO:BP	regulation of cellular process
1.56349675113994e-14	3438	484	160	0.330578512396694	0.0465386852821408	GO:0042221	GO:BP	response to chemical
1.56349675113994e-14	5171	484	212	0.43801652892562	0.0409978727518855	GO:0048519	GO:BP	negative regulation of biological process
1.56349675113994e-14	6655	484	253	0.522727272727273	0.0380165289256198	GO:0032501	GO:BP	multicellular organismal process
2.69292310616208e-14	6688	484	253	0.522727272727273	0.0378289473684211	GO:0051716	GO:BP	cellular response to stimulus
4.10304261241722e-14	319	484	39	0.0805785123966942	0.122257053291536	GO:0030198	GO:BP	extracellular matrix organization
4.20230523527464e-14	320	484	39	0.0805785123966942	0.121875	GO:0045229	GO:BP	external encapsulating structure organization
4.20230523527464e-14	320	484	39	0.0805785123966942	0.121875	GO:0043062	GO:BP	extracellular structure organization
5.88678596966301e-14	2628	484	132	0.272727272727273	0.0502283105022831	GO:0009653	GO:BP	anatomical structure morphogenesis
1.04911980998099e-13	4956	484	203	0.419421487603306	0.0409604519774011	GO:0048523	GO:BP	negative regulation of cellular process
2.97968125549179e-13	15519	484	447	0.923553719008264	0.0288034022810748	GO:0009987	GO:BP	cellular process
3.54941834491723e-13	1470	484	89	0.183884297520661	0.0605442176870748	GO:0016477	GO:BP	cell migration
3.54941834491723e-13	1238	484	80	0.165289256198347	0.0646203554119548	GO:0022402	GO:BP	cell cycle process
1.12544252671868e-12	1164	484	76	0.15702479338843	0.0652920962199313	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis
1.17383054443846e-12	3718	484	163	0.336776859504132	0.0438407746100054	GO:0006950	GO:BP	response to stress
1.17383054443846e-12	5968	484	228	0.471074380165289	0.0382037533512064	GO:0048518	GO:BP	positive regulation of biological process
1.4782322575409e-12	433	484	43	0.0888429752066116	0.0993071593533487	GO:0000280	GO:BP	nuclear division
1.4782322575409e-12	116	484	23	0.0475206611570248	0.198275862068966	GO:0007088	GO:BP	regulation of mitotic nuclear division
1.68419019888831e-12	129	484	24	0.0495867768595041	0.186046511627907	GO:0051983	GO:BP	regulation of chromosome segregation
2.42634083849017e-12	2110	484	110	0.227272727272727	0.0521327014218009	GO:0070887	GO:BP	cellular response to chemical stimulus
3.0991288252365e-12	874	484	63	0.130165289256198	0.0720823798627002	GO:0000278	GO:BP	mitotic cell cycle
4.80056478549411e-12	700	484	55	0.113636363636364	0.0785714285714286	GO:0010564	GO:BP	regulation of cell cycle process
5.81504302285501e-12	1081	484	71	0.146694214876033	0.0656799259944496	GO:0035295	GO:BP	tube development
7.80078455125168e-12	1667	484	93	0.192148760330579	0.0557888422315537	GO:0048870	GO:BP	cell motility
1.00633746086351e-11	480	484	44	0.0909090909090909	0.0916666666666667	GO:0048285	GO:BP	organelle fission
1.3099568899293e-11	142	484	24	0.0495867768595041	0.169014084507042	GO:0051783	GO:BP	regulation of nuclear division
1.68711105152836e-11	635	484	51	0.105371900826446	0.0803149606299213	GO:0051301	GO:BP	cell division
2.28254167671522e-11	74	484	18	0.0371900826446281	0.243243243243243	GO:1905818	GO:BP	regulation of chromosome separation
3.06276790517396e-11	602	484	49	0.101239669421488	0.0813953488372093	GO:0051276	GO:BP	chromosome organization
3.06276790517396e-11	5644	484	214	0.442148760330579	0.0379163713678242	GO:0048522	GO:BP	positive regulation of cellular process
4.2299915867203e-11	1207	484	74	0.152892561983471	0.0613090306545153	GO:0040011	GO:BP	locomotion
6.11233554265638e-11	4515	484	181	0.37396694214876	0.0400885935769657	GO:0007275	GO:BP	multicellular organism development
7.31719915680217e-11	59	484	16	0.0330578512396694	0.271186440677966	GO:0010965	GO:BP	regulation of mitotic sister chromatid separation
1.05659524827203e-10	104	484	20	0.0413223140495868	0.192307692307692	GO:0033045	GO:BP	regulation of sister chromatid segregation
1.05819317085362e-10	81	484	18	0.0371900826446281	0.222222222222222	GO:0051304	GO:BP	chromosome separation
1.29416533214405e-10	1451	484	82	0.169421487603306	0.056512749827705	GO:0009719	GO:BP	response to endogenous stimulus
1.3079286842631e-10	719	484	53	0.109504132231405	0.0737134909596662	GO:0001568	GO:BP	blood vessel development
1.47848762963309e-10	863	484	59	0.121900826446281	0.0683661645422943	GO:0035239	GO:BP	tube morphogenesis
1.52032266300361e-10	62	484	16	0.0330578512396694	0.258064516129032	GO:0051306	GO:BP	mitotic sister chromatid separation
2.31608645980301e-10	54	484	15	0.0309917355371901	0.277777777777778	GO:0033047	GO:BP	regulation of mitotic sister chromatid segregation
2.97991749392602e-10	46	484	14	0.0289256198347107	0.304347826086957	GO:0007094	GO:BP	mitotic spindle assembly checkpoint signaling
2.97991749392602e-10	46	484	14	0.0289256198347107	0.304347826086957	GO:0071174	GO:BP	mitotic spindle checkpoint signaling
2.97991749392602e-10	46	484	14	0.0289256198347107	0.304347826086957	GO:0071173	GO:BP	spindle assembly checkpoint signaling
3.38643403254741e-10	1593	484	86	0.177685950413223	0.0539861895794099	GO:1901700	GO:BP	response to oxygen-containing compound
3.82142991497723e-10	56	484	15	0.0309917355371901	0.267857142857143	GO:0045839	GO:BP	negative regulation of mitotic nuclear division
3.95151336529067e-10	47	484	14	0.0289256198347107	0.297872340425532	GO:0031577	GO:BP	spindle checkpoint signaling
5.05268992293885e-10	48	484	14	0.0289256198347107	0.291666666666667	GO:0045841	GO:BP	negative regulation of mitotic metaphase/anaphase transition
5.05268992293885e-10	749	484	53	0.109504132231405	0.0707610146862483	GO:0001944	GO:BP	vasculature development
5.05268992293885e-10	48	484	14	0.0289256198347107	0.291666666666667	GO:0033046	GO:BP	negative regulation of sister chromatid segregation
5.05268992293885e-10	48	484	14	0.0289256198347107	0.291666666666667	GO:0033048	GO:BP	negative regulation of mitotic sister chromatid segregation
5.05268992293885e-10	48	484	14	0.0289256198347107	0.291666666666667	GO:2000816	GO:BP	negative regulation of mitotic sister chromatid separation
5.16578729707271e-10	1122	484	68	0.140495867768595	0.0606060606060606	GO:0072359	GO:BP	circulatory system development
5.2558361862839e-10	90	484	18	0.0371900826446281	0.2	GO:0030071	GO:BP	regulation of mitotic metaphase/anaphase transition
5.2558361862839e-10	4191	484	168	0.347107438016529	0.0400858983536149	GO:0030154	GO:BP	cell differentiation
5.28986326827128e-10	4192	484	168	0.347107438016529	0.0400763358778626	GO:0048869	GO:BP	cellular developmental process
5.88065116031011e-10	289	484	31	0.0640495867768595	0.107266435986159	GO:0043588	GO:BP	skin development
5.95736947466135e-10	528	484	43	0.0888429752066116	0.0814393939393939	GO:0044770	GO:BP	cell cycle phase transition
6.26766365623339e-10	2383	484	112	0.231404958677686	0.0469995803608896	GO:0050793	GO:BP	regulation of developmental process
7.4041303494907e-10	427	484	38	0.0785123966942149	0.0889929742388759	GO:0044772	GO:BP	mitotic cell cycle phase transition
7.98122415894878e-10	50	484	14	0.0289256198347107	0.28	GO:1905819	GO:BP	negative regulation of chromosome separation
7.98122415894878e-10	1741	484	90	0.18595041322314	0.0516944284893739	GO:0007049	GO:BP	cell cycle
7.98122415894878e-10	50	484	14	0.0289256198347107	0.28	GO:0051985	GO:BP	negative regulation of chromosome segregation
7.98122415894878e-10	50	484	14	0.0289256198347107	0.28	GO:1902100	GO:BP	negative regulation of metaphase/anaphase transition of cell cycle
8.10295826260304e-10	623	484	47	0.0971074380165289	0.0754414125200642	GO:0048514	GO:BP	blood vessel morphogenesis
8.13854492681873e-10	93	484	18	0.0371900826446281	0.193548387096774	GO:1902099	GO:BP	regulation of metaphase/anaphase transition of cell cycle
9.64174362607782e-10	1169	484	69	0.142561983471074	0.0590248075278015	GO:0060429	GO:BP	epithelium development
9.64174362607782e-10	94	484	18	0.0371900826446281	0.191489361702128	GO:0007091	GO:BP	metaphase/anaphase transition of mitotic cell cycle
1.14879771092308e-09	892	484	58	0.119834710743802	0.0650224215246637	GO:0014070	GO:BP	response to organic cyclic compound
1.55973585401387e-09	248	484	28	0.0578512396694215	0.112903225806452	GO:0090068	GO:BP	positive regulation of cell cycle process
1.58275721360912e-09	1052	484	64	0.132231404958678	0.0608365019011407	GO:0051726	GO:BP	regulation of cell cycle
1.59636585895389e-09	97	484	18	0.0371900826446281	0.185567010309278	GO:0044784	GO:BP	metaphase/anaphase transition of cell cycle
1.7065393728596e-09	63	484	15	0.0309917355371901	0.238095238095238	GO:0051784	GO:BP	negative regulation of nuclear division
2.5721710867441e-09	427	484	37	0.0764462809917355	0.0866510538641686	GO:1901987	GO:BP	regulation of cell cycle phase transition
3.37665399014575e-09	331	484	32	0.0661157024793388	0.0966767371601208	GO:1901990	GO:BP	regulation of mitotic cell cycle phase transition
4.96212048983817e-09	2225	484	104	0.214876033057851	0.0467415730337079	GO:0009605	GO:BP	response to external stimulus
5.75387348956652e-09	162	484	22	0.0454545454545455	0.135802469135802	GO:1902850	GO:BP	microtubule cytoskeleton organization involved in mitosis
6.66529242669252e-09	2864	484	124	0.256198347107438	0.0432960893854749	GO:0051239	GO:BP	regulation of multicellular organismal process
1.00932799639712e-08	536	484	41	0.0847107438016529	0.0764925373134328	GO:0001525	GO:BP	angiogenesis
1.66124259248329e-08	3868	484	153	0.316115702479339	0.0395553257497415	GO:0048731	GO:BP	system development
1.91068502050361e-08	885	484	55	0.113636363636364	0.0621468926553672	GO:0009725	GO:BP	response to hormone
2.61818074187331e-08	6255	484	219	0.452479338842975	0.0350119904076739	GO:0016043	GO:BP	cellular component organization
2.65598069562744e-08	320	484	30	0.0619834710743802	0.09375	GO:0045787	GO:BP	positive regulation of cell cycle
3.71560231375514e-08	5907	484	209	0.431818181818182	0.0353817504655493	GO:0007154	GO:BP	cell communication
3.71560231375514e-08	928	484	56	0.115702479338843	0.0603448275862069	GO:0030334	GO:BP	regulation of cell migration
3.97543564832887e-08	982	484	58	0.119834710743802	0.0590631364562118	GO:2000145	GO:BP	regulation of cell motility
4.44348348162384e-08	5883	484	208	0.429752066115702	0.0353561108278089	GO:0023052	GO:BP	signaling
4.50179226723471e-08	181	484	22	0.0454545454545455	0.121546961325967	GO:1901991	GO:BP	negative regulation of mitotic cell cycle phase transition
4.8010884407376e-08	1313	484	70	0.144628099173554	0.0533130236100533	GO:0051094	GO:BP	positive regulation of developmental process
6.22989271373194e-08	437	484	35	0.0723140495867769	0.080091533180778	GO:0050673	GO:BP	epithelial cell proliferation
6.5668627986377e-08	1023	484	59	0.121900826446281	0.0576735092864125	GO:0040012	GO:BP	regulation of locomotion
6.89071256503603e-08	693	484	46	0.0950413223140496	0.0663780663780664	GO:0030855	GO:BP	epithelial cell differentiation
7.54640983071114e-08	356	484	31	0.0640495867768595	0.0870786516853933	GO:0008544	GO:BP	epidermis development
1.14171769258339e-07	907	484	54	0.111570247933884	0.0595369349503859	GO:0033993	GO:BP	response to lipid
1.17337128890607e-07	98	484	16	0.0330578512396694	0.163265306122449	GO:0051310	GO:BP	metaphase chromosome alignment
1.28355056490325e-07	1016	484	58	0.119834710743802	0.0570866141732283	GO:0009887	GO:BP	animal organ morphogenesis
1.38494073091833e-07	128	484	18	0.0371900826446281	0.140625	GO:0007052	GO:BP	mitotic spindle organization
1.89518905050337e-07	1191	484	64	0.132231404958678	0.0537363560033585	GO:0071495	GO:BP	cellular response to endogenous stimulus
2.26181405361875e-07	552	484	39	0.0805785123966942	0.0706521739130435	GO:0009611	GO:BP	response to wounding
2.5876792590026e-07	236	484	24	0.0495867768595041	0.101694915254237	GO:0033044	GO:BP	regulation of chromosome organization
2.5876792590026e-07	149	484	19	0.0392561983471074	0.12751677852349	GO:0030216	GO:BP	keratinocyte differentiation
2.60471344196588e-07	651	484	43	0.0888429752066116	0.0660522273425499	GO:0009617	GO:BP	response to bacterium
2.87819880106331e-07	6463	484	220	0.454545454545455	0.0340399195420084	GO:0071840	GO:BP	cellular component organization or biogenesis
3.00299801209288e-07	257	484	25	0.0516528925619835	0.0972762645914397	GO:1901988	GO:BP	negative regulation of cell cycle phase transition
3.13590969470601e-07	490	484	36	0.0743801652892562	0.073469387755102	GO:0007346	GO:BP	regulation of mitotic cell cycle
3.16496505381438e-07	120	484	17	0.0351239669421488	0.141666666666667	GO:0050000	GO:BP	chromosome localization
3.28469350874753e-07	1702	484	81	0.167355371900826	0.0475910693301998	GO:0006952	GO:BP	defense response
3.81106574778171e-07	13	484	7	0.0144628099173554	0.538461538461538	GO:0051231	GO:BP	spindle elongation
3.93645196309729e-07	93	484	15	0.0309917355371901	0.161290322580645	GO:2001251	GO:BP	negative regulation of chromosome organization
5.28367120257828e-07	346	484	29	0.0599173553719008	0.0838150289017341	GO:0031589	GO:BP	cell-substrate adhesion
6.32944295673569e-07	328	484	28	0.0578512396694215	0.0853658536585366	GO:0072001	GO:BP	renal system development
6.64438627471685e-07	288	484	26	0.0537190082644628	0.0902777777777778	GO:0045765	GO:BP	regulation of angiogenesis
