Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint signaling	5	2.5	3.7665133219359943E-4	4085, 991, 9319, 701, 83540	182	31	16177	14.336228287841191	0.420662800426585	0.14605451559722626	0.14565132852863488
GOTERM_BP_DIRECT	GO:0043627~response to estrogen	6	3.0	4.704714550043949E-4	7010, 10568, 100133941, 3485, 857, 4091	182	58	16177	9.194960212201591	0.494331292256751	0.14605451559722626	0.14565132852863488
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	9	4.5	4.8061610633632143E-4	1301, 4320, 11095, 1278, 1277, 4312, 64116, 10631, 54507	182	162	16177	4.938034188034188	0.5017135394328357	0.14605451559722626	0.14565132852863488
GOTERM_BP_DIRECT	GO:0035633~maintenance of blood-brain barrier	5	2.5	4.8136903148544776E-4	3569, 10804, 1003, 58494, 6505	182	33	16177	13.467365967365968	0.5022571291350806	0.14605451559722626	0.14565132852863488
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	18	9.0	5.03983835739221E-4	7010, 7080, 23532, 4091, 284, 4093, 991, 84913, 3569, 79755, 1894, 2268, 857, 6657, 3853, 858, 641700, 4616	182	610	16177	2.622824716267339	0.5183110294938624	0.14605451559722626	0.14565132852863488
GOTERM_BP_DIRECT	GO:0030185~nitric oxide transport	3	1.5	7.3604465621389E-4	3039, 358, 3043	182	4	16177	66.66346153846155	0.6559338714545169	0.17775478447565443	0.17726408803817853
GOTERM_BP_DIRECT	GO:0051301~cell division	13	6.5	0.0010733614783644328	4085, 9133, 11065, 4751, 8091, 259266, 22974, 11339, 990, 991, 701, 83540, 64151	182	375	16177	3.081333333333333	0.789050409133506	0.2221858260214376	0.22157247660522933
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	8	4.0	0.001234813538562217	7010, 1003, 358, 8038, 26585, 306, 8091, 3373	182	145	16177	4.903978779840849	0.8330983261781851	0.22365560217208155	0.22303819540280043
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	5	2.5	0.0021690006206954607	3569, 7356, 1036, 306, 3485	182	49	16177	9.069858712715856	0.9569888241015992	0.3492090999319692	0.3482450996561045
GOTERM_BP_DIRECT	GO:0009653~anatomical structure morphogenesis	7	3.5000000000000004	0.0029379023945857127	84913, 1368, 6657, 4091, 5307, 10894, 4093	182	126	16177	4.938034188034188	0.9859240301307365	0.42570205697546976	0.4245268960176355
